id 	 date 	 amount-paid 	 views 	 city 	 state 	         department 	 transaction 
182834	2018-05-19	11000	2613	Indore	MadhyaPradesh	Municipal-Services	House-Tax
182815	2018-05-18	25000	2101	Noida	UttarPradesh	Urban-Development-Authorities	Transfer-of-Alloted-Sites
182795	2018-05-18	1000	2485	Ahmedabad	Gujarat	Passport	Passport-Status-Enquiry
182757	2018-05-17	25000	2224	Bangalore	Karnataka	Stamps-and-Registration	Registration-of-Property
182737	2018-05-17	100	1966	Bangalore	Karnataka	Police	Traffic-Violations
182723	2018-05-17	3000	2527	Raurkela	Orissa	Others	Others
182713	2018-05-17	300	2315	Nashik	Maharashtra	Police	Police-Verification-for-Passport
182606	2018-05-14	30000	1875	Bangalore	Karnataka	Stamps-and-Registration	Registration-of-Property
182505	2018-05-12	6000	2429	Faridabad	Haryana	Police	Crime-Incident
182471	2018-05-12	100	3079	Mumbai	Maharashtra	Police	Traffic-Violations
182442	2018-05-11	200	2800	Mumbai	Maharashtra	Police	Police-Verification-for-Passport
182401	2018-05-10	100	4125	Bangalore	Karnataka	Transport	New-Domestic-Driving-License
182333	2018-05-09	500	2904	Mysore	Karnataka	Police	Police-Verification-for-Passport
182283	2018-05-08	1000	2621	Diu	DamanandDiu	Police	False-Allegations
182268	2018-05-07	2000	2963	Hyderabad	Telangana	Education	School-or-College-Related-Activities
182246	2018-05-07	500	3000	Bangalore	Karnataka	Passport	Police-Verification-for-Passport
182194	2018-05-06	500	3088	Nalgonda	Telangana	Passport	New-Passport-Application
182091	2018-05-03	500	3042	Bangalore	Karnataka	Transport	Traffic-Violations
182062	2018-05-02	2500	2595	Kanpur	UttarPradesh	Police	Police-Verification-for-Passport
181998	2018-05-01	500000	3311	Bangalore	Karnataka	Revenue	Residence-Certificate
181974	2018-04-30	8000	3105	Chennai	TamilNadu	Municipal-Services	Death-certificate
181950	2018-04-30	700	2428	Alwar	Rajasthan	Police	Traffic-Violations
181923	2018-04-29	100	2952	Panaji	Goa	Airports	Airport-facilities
181922	2018-04-29	100	2139	Panaji	Goa	null	null
181825	2018-04-26	1000	3217	Kolkata	WestBengal	Passport	Police-Verification-for-Passport
181792	2018-04-26	1000	3390	Mysore	Karnataka	Municipal-Services	Property-Tax
181763	2018-04-25	1000	2288	Kalyan	Maharashtra	Police	Traffic-Violations
181745	2018-04-25	2000	2479	NewDelhi	Delhi	Stamps-and-Registration	Rental-Agreement-Registration
181744	2018-04-25	2000	2666	NewDelhi	Delhi	Stamps-and-Registration	Rental-Agreement-Registration
181743	2018-04-25	2000	2317	NewDelhi	Delhi	Stamps-and-Registration	Rental-Agreement-Registration
181735	2018-04-24	4000	2431	Yavatmal	Maharashtra	Airports	Immigration-Check
181734	2018-04-24	100	3365	Bangalore	Karnataka	Police	Activities-on-Beat
181709	2018-04-24	35	2785	Hyderabad	Telangana	Transport	Changes-in-RC-Book
181653	2018-04-23	10000	2642	Kanpur	UttarPradesh	Others	Others
181616	2018-04-22	2000	2134	Ramnagaram	Karnataka	Stamps-and-Registration	Marriage-Registration
181587	2018-04-21	2500	2408	Pune	Maharashtra	Transport	NOC-for-Transfer-of-Vehicle-Registration
181580	2018-04-21	2000	2653	Hyderabad	Telangana	Municipal-Services	Family-Certificate
181578	2018-04-21	10	2520	Amroha	UttarPradesh	Transport	New-Domestic-Driving-License
181563	2018-04-21	1000	2357	Bangalore	Karnataka	Police	Activities-on-Beat
181486	2018-04-19	800	2477	Bangalore	Karnataka	Stamps-and-Registration	Marriage-Certificate
181485	2018-04-19	1000	2500	Tenali	AndhraPradesh	Revenue	Residence-Certificate
181476	2018-04-19	400	2765	Aligarh	UttarPradesh	Municipal-Services	Birth-Certificate
181471	2018-04-19	2000	2302	Chennai	TamilNadu	Municipal-Services	Property-Tax
181466	2018-04-19	500	2165	NewDelhi	Delhi	Post-Office	Delivery-of-Letters-and-other-Post
181439	2018-04-18	500	1448	Bangalore	Karnataka	Police	Arrested-by-Police
181396	2018-04-17	1000	2088	Bangalore	Karnataka	Municipal-Services	Birth-Certificate
181334	2018-04-16	1000	2230	Bangalore	Karnataka	Electricity-and-Power-Supply	Reconnection-of-Electricity
181224	2018-04-13	12000	3228	Kolkata	WestBengal	Airports	Immigration-Check
181238	2018-04-13	6000	3271	Pune	Maharashtra	Labour	Provident-Fund
181151	2018-04-12	50000	2918	Bangalore	Karnataka	Municipal-Services	New-Khata-Certificate
181114	2018-04-11	180	1793	Ahwa	Gujarat	Police	Traffic-Violations
181094	2018-04-10	1000	2395	Bangalore	Karnataka	Stamps-and-Registration	Marriage-Certificate
181080	2018-04-10	250000	2243	Belgaum	Karnataka	Police	Police-Investigation
181073	2018-04-10	25000	3056	Hyderabad	Telangana	Income-Tax	Assessment
181020	2018-04-09	100	2705	Ahmedabad	Gujarat	Police	Traffic-Violations
180998	2018-04-08	400	1849	NewDelhi	Delhi	Police	Traffic-Violations
180891	2018-04-06	10000	1783	Bangalore	Karnataka	Police	Police-Investigation
180889	2018-04-06	550	1715	Gaya	Bihar	Police	Police-Verification-for-Passport
180845	2018-04-05	200	3275	Mumbai	Maharashtra	Passport	Change-of-Address
180796	2018-04-04	2500	2494	Hyderabad	Telangana	Urban-Development-Authorities	Construction-Permit
180646	2018-04-01	1000	2739	Pune	Maharashtra	Police	Traffic-Violations
180611	2018-03-31	200000	2714	NewDelhi	Delhi	Others	Others
180550	2018-03-29	500	3023	Mumbai	Maharashtra	Public-Sector-Undertakings	Subversion-of-norms
180523	2018-03-28	2000	3095	Bangalore	Karnataka	Stamps-and-Registration	Registration-of-Property
180492	2018-03-28	100	3098	Ponda	Goa	Customs,-Excise-and-Service-Tax	License-Renewal
180490	2018-03-28	1000000	3339	Ranchi	Jharkhand	Education	Admission-to-College
180436	2018-03-27	5000	3479	Pune	Maharashtra	Food-and-Drug-Administration	Food-License
180417	2018-03-27	200	2557	Chennai	TamilNadu	Police	Police-Verification-for-Passport
180380	2018-03-26	300	2053	Bangalore	Karnataka	Police	Filing-FIR
180331	2018-03-25	100	3281	Bangalore	Karnataka	Transport	Registration-of-Vehicle
180327	2018-03-25	500	2190	Bangalore	Karnataka	Police	Filing-FIR
180298	2018-03-24	100	2863	Eluru	AndhraPradesh	Others	Others
180289	2018-03-24	1000	1784	Bidar	Karnataka	Police	Police-Verification-for-Passport
180283	2018-03-24	10000	1866	Bangalore	Karnataka	Police	Lodging-Police-Complaint
180282	2018-03-24	60000	2643	Karnal	Haryana	Stamps-and-Registration	Registration-of-Property
180278	2018-03-24	200	1894	Bangalore	Karnataka	Police	Traffic-Violations
180238	2018-03-23	200	1715	Bangalore	Karnataka	Police	Traffic-Violations
180234	2018-03-23	1000	2596	Bangalore	Karnataka	Police	Traffic-Violations
180232	2018-03-23	200	1704	Bangalore	Karnataka	Police	Police-Verification-for-Passport
180229	2018-03-23	35000	2894	Bangalore	Karnataka	Stamps-and-Registration	Registration-of-Property
180228	2018-03-23	35000	2668	Bangalore	Karnataka	Stamps-and-Registration	Registration-of-Property
180225	2018-03-23	32000	2460	Bangalore	Karnataka	Stamps-and-Registration	Registration-of-Property
180224	2018-03-23	32000	2412	Bangalore	Karnataka	Stamps-and-Registration	Registration-of-Property
180220	2018-03-23	500	2060	Bangalore	Karnataka	Police	Traffic-Violations
180219	2018-03-23	14000	2162	Bangalore	Karnataka	Stamps-and-Registration	Registration-of-Property
180217	2018-03-22	600	1876	Bangalore	Karnataka	Police	Traffic-Violations
180216	2018-03-22	600	1851	Bangalore	Karnataka	Police	Traffic-Violations
180215	2018-03-22	400	1428	Bangalore	Karnataka	Police	Police-Harassment
180214	2018-03-22	400	1203	Bangalore	Karnataka	Police	Traffic-Violations
180212	2018-03-22	400	1100	Bangalore	Karnataka	Police	Police-Verification-for-Passport
180211	2018-03-22	100	1114	Bangalore	Karnataka	Police	Traffic-Violations
180209	2018-03-22	500	2236	Udupi	Karnataka	Police	Police-Verification-for-Passport
180208	2018-03-22	500	1693	Bangalore	Karnataka	Police	Traffic-Violations
180205	2018-03-22	300	1117	Bangalore	Karnataka	Police	Traffic-Violations
180204	2018-03-22	300	1126	Bangalore	Karnataka	Police	Traffic-Violations
180203	2018-03-22	2500	1811	Bangalore	Karnataka	Stamps-and-Registration	Registration-of-Property
180202	2018-03-22	200	865	Bangalore	Karnataka	Police	Traffic-Violations
180201	2018-03-22	300	985	Bangalore	Karnataka	Police	Traffic-Violations
180200	2018-03-22	200	618	Bangalore	Karnataka	Police	Traffic-Violations
180199	2018-03-22	22500	1199	Bangalore	Karnataka	Stamps-and-Registration	Registration-of-Property
180198	2018-03-22	1	506	Bangalore	Karnataka	Police	Traffic-Violations
180197	2018-03-22	125	2324	Bellary	Karnataka	Transport	New-Domestic-Driving-License
180196	2018-03-22	15000	938	Bangalore	Karnataka	Stamps-and-Registration	Registration-of-Property
180195	2018-03-22	100	857	Aurangabad	Maharashtra	Stamps-and-Registration	Registration-of-Property
180194	2018-03-22	500	605	Bangalore	Karnataka	Police	Police-Verification-for-Passport
180192	2018-03-22	8800	735	Haveri	Karnataka	Stamps-and-Registration	Registration-of-Property
180166	2018-03-22	100	1360	Chitradurga	Karnataka	Stamps-and-Registration	Registration-of-Property
180157	2018-03-22	25000	2938	Bangalore	Karnataka	Transport	Registration-of-Vehicle
180143	2018-03-21	200	1091	Bangalore	Karnataka	Police	Traffic-Violations
180141	2018-03-21	25000	1496	Bangalore	Karnataka	Stamps-and-Registration	Registration-of-Property
180138	2018-03-21	500	1290	Bangalore	Karnataka	Police	Traffic-Violations
180132	2018-03-21	100	1489	Bangalore	Karnataka	Police	Traffic-Violations
180112	2018-03-21	500	1669	Satara	Maharashtra	Police	Police-Verification-for-Passport
180075	2018-03-20	98	2113	Abohar	Punjab	Police	Traffic-Violations
180059	2018-03-20	5000	2032	Bangalore	Karnataka	Stamps-and-Registration	Registration-of-Property
180055	2018-03-20	16000	1690	Bangalore	Karnataka	Stamps-and-Registration	Registration-of-Flat-or-Apartment
180050	2018-03-20	300	1412	Bangalore	Karnataka	Police	Traffic-Violations
180047	2018-03-20	5000	2513	Bangalore	Karnataka	Transport	New-Domestic-Driving-License
180040	2018-03-19	7000	1116	Rajkot	Gujarat	Police	Police-Harassment
180032	2018-03-19	1000	2175	Abhayapuri	Assam	Police	Traffic-Violations
180029	2018-03-19	250	3042	Abhayapuri	Assam	Customs,-Excise-and-Service-Tax	Customs-Check-and-Clearance
180015	2018-03-19	2000	2884	Kolkata	WestBengal	Police	Police-Verification-for-Passport
179976	2018-03-18	500	1483	Kharagpur	Bihar	Police	Police-Harassment
179965	2018-03-18	500	1697	Thane	Maharashtra	Police	Police-Verification-for-Passport
179960	2018-03-17	500	1703	Bangalore	Karnataka	Police	Police-Verification-for-Passport
179953	2018-03-17	200	2315	Bangalore	Karnataka	Health-and-Family-Welfare	Government-Hospital
179927	2018-03-17	5000	2547	Bangalore	Karnataka	Labour	Labour-License-Renewal
179926	2018-03-17	40000	2838	Bangalore	Karnataka	Commercial-Tax,-Sales-Tax,-VAT	Filing-Tax-Returns
179925	2018-03-17	100	2293	Chennai	TamilNadu	Police	Traffic-Violations
179924	2018-03-17	25000	3418	Gandhidham	Gujarat	Customs,-Excise-and-Service-Tax	Customs-Clearance-of-Import-Shipment
179888	2018-03-16	700	2581	Pune	Maharashtra	Police	Traffic-Violations
179886	2018-03-16	500	2748	Howrah	WestBengal	Police	Police-Verification-for-Passport
179829	2018-03-14	150	2805	Bangalore	Karnataka	Electricity-and-Power-Supply	New-Connection-for-Houses
179826	2018-03-14	500	2424	Jaipur	Rajasthan	Police	Police-Verification-for-Passport
179825	2018-03-14	15000	1325	Siliguri	WestBengal	Police	Police-Harassment
179818	2018-03-14	2000	2565	Abhayapuri	Assam	Police	Police-Harassment
179806	2018-03-14	10000	3113	Chennai	TamilNadu	Stamps-and-Registration	Registration-of-Property
179781	2018-03-13	120000	2079	NewDelhi	Delhi	Police	Retrieval-of-lost-items
179777	2018-03-13	100	2419	Chennai	TamilNadu	Police	Traffic-Violations
179754	2018-03-12	10	1322	Srikakulam	AndhraPradesh	Police	Traffic-Violations
179753	2018-03-12	10	1038	Amreli	Gujarat	Police	Police-Verification-for-Passport
179750	2018-03-12	2000000	2705	Karimganj	Assam	Commercial-Tax,-Sales-Tax,-VAT	Sales-Tax-Registration
179735	2018-03-12	567876	1219	Chikmagalur	Karnataka	Police	Police-Verification-for-Passport
179710	2018-03-11	500	1940	Pune	Maharashtra	Police	Traffic-Violations
179691	2018-03-10	1800	2324	Mumbai	Maharashtra	Police	Activities-on-Beat
179689	2018-03-10	3500	3019	Mumbai	Maharashtra	Food,-Civil-Supplies-and-Consumer-Affairs	Adding-Name-to-Ration-Card
179632	2018-03-09	25000	3317	Allahabad	UttarPradesh	Railways	Contract-Work
179593	2018-03-08	25000	2386	Bangalore	Karnataka	Others	Others
179592	2018-03-08	25000	2382	Bangalore	Karnataka	Urban-Development-Authorities	Land-Acquisition
179558	2018-03-07	1500	2790	Bhainsa	Telangana	Urban-Development-Authorities	Assessment
179395	2018-03-03	500	2128	Bangalore	Karnataka	Police	Traffic-Violations
179364	2018-03-02	678	2874	Abohar	Punjab	Airports	Airport-facilities
179327	2018-03-01	5000	3278	Udupi	Karnataka	Public-Works-Department	Public-Works
179309	2018-03-01	150000	4070	Abohar	Punjab	Commercial-Tax,-Sales-Tax,-VAT	VAT-Registration
179285	2018-02-28	900	3128	NaviMumbai	Maharashtra	Transport	Change-of-Address-in-Driving-License
179259	2018-02-28	4000	2939	Bongaigaon	Assam	Transport	Inspection-of-Vehicles-after-Accidents
179168	2018-02-25	100	3058	Chennai	TamilNadu	Police	Traffic-Violations
179126	2018-02-24	2000	3241	NewDelhi	Delhi	Police	Foreigner-Registration-and-Verification
179095	2018-02-23	200	2168	Bangalore	Karnataka	Police	Traffic-Violations
179028	2018-02-21	400	1981	Bangalore	Karnataka	Police	Traffic-Violations
179002	2018-02-21	150	2188	Bangalore	Karnataka	Stamps-and-Registration	Marriage-Certificate
178981	2018-02-20	100	2543	Bangalore	Karnataka	Transport	Traffic-Violations
178945	2018-02-19	200	2834	Vidisha	MadhyaPradesh	Health-and-Family-Welfare	Fitness-Certificate
178914	2018-02-19	3000	2563	Guwahati	Assam	Forest	Check-Post
178908	2018-02-19	1000	2395	Bangalore	Karnataka	Transport	Driving-licence-Process
178840	2018-02-17	500	1798	Digboi	Assam	Police	Police-Verification-for-Passport
178759	2018-02-15	2500	3452	Kolkata	WestBengal	Police	Arrested-by-Police
178714	2018-02-13	200	2148	Bangalore	Karnataka	Police	Traffic-Violations
178708	2018-02-13	1500	3203	Sikar	Rajasthan	Electricity-and-Power-Supply	New-Connection-for-Houses
178667	2018-02-12	50	2377	Indore	MadhyaPradesh	Police	Filing-FIR
178590	2018-02-10	25000	3409	Bangalore	Karnataka	Revenue	Property-Tax
178589	2018-02-10	20000	3381	Bangalore	Karnataka	Revenue	Property-Tax-Assessment
178557	2018-02-09	2200	1772	Bangalore	Karnataka	Police	Traffic-Violations
178540	2018-02-08	200	2921	Udaipur	Rajasthan	Passport	Police-Verification-for-Passport
178484	2018-02-07	500	3402	Bangalore	Karnataka	Police	Police-Clearance-Certificate
178472	2018-02-07	10000	2827	Nizamabad	Telangana	Labour	Labour-License-Renewal
178380	2018-02-05	5000	2337	Macherla	AndhraPradesh	Stamps-and-Registration	Registration-of-Property
178355	2018-02-04	3000	3197	Hyderabad	Telangana	Airports	Customs
178354	2018-02-04	1000	6806	Hyderabad	Telangana	Police	Police-Verification-for-Passport
178278	2018-02-02	200000	3262	Chennai	TamilNadu	Education	Admission-to-School
178238	2018-02-01	300	1996	Bangalore	Karnataka	Police	Traffic-Violations
178224	2018-02-01	500	2219	Nagercoil	TamilNadu	Police	Police-Verification-for-Passport
178189	2018-01-31	40000	3221	Faridabad	Haryana	Others	Others
178180	2018-01-31	15000	2943	Kolkata	WestBengal	Police	Traffic-Violations
178089	2018-01-29	200	2252	Raipur	Chhattisgarh	Police	Traffic-Violations
178079	2018-01-29	1000	3129	Marigaon	Assam	Food,-Civil-Supplies-and-Consumer-Affairs	Food-Supply
178064	2018-01-28	10000	3301	NewDelhi	Delhi	Banking	Loan-Sanctioning
178058	2018-01-28	200	2287	Vadodara	Gujarat	Police	Police-Verification-for-Passport
178004	2018-01-26	10000	4044	Bangalore	Karnataka	Municipal-Services	Khata-Certificate
177921	2018-01-24	1000	2228	Shimoga	Karnataka	Police	Background-or-Personal-Verification
177899	2018-01-23	1500	3343	Ghaziabad	UttarPradesh	Passport	Police-Verification-for-Passport
177898	2018-01-23	500	2413	Margao	Goa	Police	Traffic-Violations
177677	2018-01-22	500	3046	NewDelhi	Delhi	Police	Traffic-Violations
177483	2018-01-20	30	2859	Jamshedpur	Jharkhand	Transport	Duplicate-Driving-License
177405	2018-01-20	18000	2504	Bangalore	Karnataka	Stamps-and-Registration	Transfer-of-Property
177246	2018-01-19	70	2116	Proddatur	AndhraPradesh	Police	Activities-on-Beat
177219	2018-01-19	200000	2229	Bangalore	Karnataka	Police	Police-Harassment
177176	2018-01-19	450	2702	Pune	Maharashtra	Police	Traffic-Violations
177158	2018-01-18	6400	2508	Udumalaipettai	TamilNadu	Transport	Driving-licence-Process
176920	2018-01-17	5000	2800	Abohar	Punjab	Education	Admission-to-College
176908	2018-01-17	1000	1471	Gobichettipalayam	TamilNadu	Police	False-Allegations
176755	2018-01-16	300	2814	Tiruppur	TamilNadu	Passport	Police-Verification-for-Passport
176753	2018-01-16	200	2668	Tiruppur	TamilNadu	Transport	Change-of-Address-in-Driving-License
176517	2018-01-15	500	1767	Karnal	Haryana	Police	Police-Verification-for-Passport
176432	2018-01-14	1000	1646	Siliguri	WestBengal	Police	Police-Harassment
176161	2018-01-12	10000	3653	Bangalore	Karnataka	Water-and-Sewage	New-Borewell-connection
176156	2018-01-12	1500	2821	Coimbatore	TamilNadu	Transport	Learners-License
176153	2018-01-12	18000	2125	Bangalore	Karnataka	Stamps-and-Registration	Khata-Transfer
176136	2018-01-12	1000	2546	Latur	Maharashtra	Police	Police-Verification-for-Passport
176118	2018-01-12	25000	3192	Cuddalore	TamilNadu	Food-and-Drug-Administration	To-prevent-shutdown-of-premises
176110	2018-01-12	6000	2927	NewDelhi	Delhi	Passport	Police-Verification-for-Passport
176059	2018-01-11	200000	2679	Bangalore	Karnataka	Municipal-Services	Building-Construction-Approval
175920	2018-01-11	500	2366	Bangalore	Karnataka	Transport	Traffic-Violations
175782	2018-01-10	3000	2982	Bangalore	Karnataka	Police	Lodging-Police-Complaint
175694	2018-01-09	700	1969	Indore	MadhyaPradesh	Police	Police-Verification-for-Passport
175515	2018-01-08	400	2975	Chennai	TamilNadu	Passport	Police-Verification-for-Passport
175479	2018-01-08	400	2597	Bangalore	Karnataka	Police	Police-Verification-for-Passport
175313	2018-01-07	200	2330	Bangalore	Karnataka	Police	Police-Verification-for-Passport
175312	2018-01-07	60000	2485	Kanpur	UttarPradesh	Police	Police-Harassment
175064	2018-01-05	5000	3215	Pune	Maharashtra	Transport	Transfer-of-Vehicle-Registration
174926	2018-01-05	300	1460	Bangalore	Karnataka	Police	Traffic-Violations
174822	2018-01-04	35000	3192	Bangalore	Karnataka	Others	Others
174488	2018-01-03	500	3680	Dindigul	TamilNadu	Municipal-Services	Birth-Certificate
174294	2018-01-02	100000	2932	Vijaypur	Uttarakhand	Others	Others
174037	2017-12-31	500000	2660	Bangalore	Karnataka	Education	Admission-to-College
174011	2017-12-31	200	2725	Chennai	TamilNadu	Police	Activities-on-Beat
173445	2017-12-28	500	2921	Meerut	UttarPradesh	Municipal-Services	Birth-Certificate
173440	2017-12-28	8000	2215	Bangalore	Karnataka	Municipal-Services	New-Khata-Certificate
173333	2017-12-27	10000	2129	Bangalore	Karnataka	Police	Activities-on-Beat
173263	2017-12-27	1000	2149	Bangalore	Karnataka	Police	Police-Verification-for-Passport
173190	2017-12-26	600	2155	Bangalore	Karnataka	Police	Police-Verification-for-Passport
173181	2017-12-26	13053	4705	Bangalore	Karnataka	Customs,-Excise-and-Service-Tax	Excise-Tax-Collection
173102	2017-12-26	1000	2770	Chennai	TamilNadu	Passport	New-Passport-Application
172913	2017-12-25	800	2450	Kanpur	UttarPradesh	Police	Police-Investigation
172908	2017-12-25	16000	3375	Bangalore	Karnataka	Municipal-Services	Registration-of-Property
172898	2017-12-24	500	3013	Ghaziabad	UttarPradesh	Police	Police-Verification-for-Passport
172782	2017-12-23	5000	2366	Bangalore	Karnataka	Urban-Development-Authorities	Assessment
172694	2017-12-23	200	1391	Bangalore	Karnataka	Police	Traffic-Violations
172687	2017-12-23	2000	2030	Kadiri	AndhraPradesh	Municipal-Services	Non-Availability-Certificate
172525	2017-12-22	4000	2744	Sangli	Maharashtra	Electricity-and-Power-Supply	New-Connection-for-Houses
172521	2017-12-22	3000	1287	Bangalore	Karnataka	Police	Traffic-Violations
172500	2017-12-22	500	2207	Mumbai	Maharashtra	Police	Police-Clearance-Certificate
172406	2017-12-21	2000	1773	Thane	Maharashtra	Police	Police-Harassment
172330	2017-12-19	1500	3111	Bangalore	Karnataka	Labour	New-Labour-License-and-Registration
172324	2017-12-19	50000	3612	Gurgaon	Haryana	Banking	Loan-Sanctioning
172322	2017-12-19	1000	3533	Madurai	TamilNadu	Electricity-and-Power-Supply	Meter-Replacement
172313	2017-12-18	2000	3344	Bangalore	Karnataka	Banking	Loan-Sanctioning
172299	2017-12-16	35000	3123	Chennai	TamilNadu	Electricity-and-Power-Supply	Services-like-Movement-of-Poles-and-Wires
172298	2017-12-16	15000	3661	Chennai	TamilNadu	Municipal-Services	Patta-Document
172297	2017-12-16	15000	3064	Chennai	TamilNadu	Stamps-and-Registration	Registration-of-House
172295	2017-12-15	500	1592	Bangalore	Karnataka	Police	Police-Verification-for-Passport
172289	2017-12-15	50000	2058	Thrissur	Kerala	Municipal-Services	Land-Conversion:-Residential-to-Commercial
172288	2017-12-15	250	2011	Bangalore	Karnataka	Municipal-Services	Birth-Certificate
172284	2017-12-15	80	2077	Chennai	TamilNadu	Police	Traffic-Violations
172277	2017-12-14	750	1256	Bangalore	Karnataka	Police	Activities-on-Beat
172274	2017-12-14	200	2525	Bangalore	Karnataka	Health-and-Family-Welfare	Government-Hospital
172270	2017-12-13	15000	1811	Bangalore	Karnataka	Stamps-and-Registration	Registration-of-Flat-or-Apartment
172249	2017-12-12	500	2039	Bangalore	Karnataka	Municipal-Services	Death-certificate
172233	2017-12-10	9000	3185	Bangalore	Karnataka	Stamps-and-Registration	Land-Registration
172221	2017-12-09	200	3015	Bangalore	Karnataka	Transport	Smartcard-License
172217	2017-12-08	28000	2618	Bangalore	Karnataka	Labour	New-Labour-License-and-Registration
172127	2017-12-04	1000	2545	Surat	Gujarat	Police	Traffic-Violations
172098	2017-12-03	100	4144	Bangalore	Karnataka	Transport	License-Plate
172020	2017-12-01	400	2020	Bangalore	Karnataka	Police	Arms-License
171905	2017-11-29	5000	2667	Etah	UttarPradesh	Education	Pension-Processing
171864	2017-11-28	500	4286	Asansol	WestBengal	Railways	Berth-Allocation
171847	2017-11-27	20000	4002	Agra	UttarPradesh	Commercial-Tax,-Sales-Tax,-VAT	Sales-Tax-Payment
171761	2017-11-25	3000	3371	Bangalore	Karnataka	Commercial-Tax,-Sales-Tax,-VAT	Assessment
171757	2017-11-25	8500	2521	Bangalore	Karnataka	Municipal-Services	Voter-Registration
171734	2017-11-25	100	2171	Malappuram	Kerala	Municipal-Services	Residence-certificate
171718	2017-11-24	1000	1828	Bangalore	Karnataka	Police	Lodging-Police-Complaint
171560	2017-11-21	700	5262	Bangalore	Karnataka	Passport	Reissue-of-Passport
171553	2017-11-20	3500	4257	NewDelhi	Delhi	Stamps-and-Registration	Power-of-Attorney-Registration
171542	2017-11-20	7000	3468	Chennai	TamilNadu	Airports	Customs
171531	2017-11-20	300	3819	Chennai	TamilNadu	Transport	Traffic-Violations
171475	2017-11-19	100	2822	Saharanpur	UttarPradesh	Transport	Emission-Check-Certificate
171472	2017-11-19	6000	2613	Faizabad	UttarPradesh	Police	False-Allegations
171377	2017-11-16	100	2194	Bijapur	Karnataka	Police	Retrieval-of-lost-items
171329	2017-11-16	50000	3298	Tumkur	Karnataka	Electricity-and-Power-Supply	Transformer-Maintenance
171281	2017-11-15	100000	4120	Navsari	Gujarat	Income-Tax	Assessment
171257	2017-11-14	800	3380	Kolkata	WestBengal	Municipal-Services	Trade-License
171197	2017-11-12	500	3346	Ahmedabad	Gujarat	Police	Police-Harassment
171125	2017-11-10	1000	1997	Bangalore	Karnataka	Police	Police-Verification-for-Passport
171120	2017-11-10	1000	2362	Thiruvallur	TamilNadu	Police	False-Allegations
171023	2017-11-07	300	2989	Gurgaon	Haryana	Police	Police-Harassment
170913	2017-11-03	300000	4341	Shimoga	Karnataka	Others	Others
170908	2017-11-03	10000	3025	Bangalore	Karnataka	Police	Activities-on-Beat
170907	2017-11-03	12000	2974	Bangalore	Karnataka	Urban-Development-Authorities	Registration-of-Flat-or-Apartment
170906	2017-11-03	800	3732	Kanpur	UttarPradesh	Passport	Police-Verification-for-Passport
170883	2017-11-02	1000	3975	Ahmedabad	Gujarat	Police	Traffic-Violations
170852	2017-11-01	200	2843	Bangalore	Karnataka	Passport	Change-of-Address
170843	2017-11-01	500	2502	Bangalore	Karnataka	Stamps-and-Registration	Partition-of-Property
170832	2017-11-01	500	2069	Sonipat	Haryana	Police	Police-Verification-for-Passport
170827	2017-10-31	2000	3935	Visakhapatnam	AndhraPradesh	Pension	Pension-Transfer
170798	2017-10-30	200	2690	NewDelhi	Delhi	Police	Traffic-Violations
170764	2017-10-30	16000	3511	Chennai	TamilNadu	Banking	Demonetisation
170635	2017-10-26	80000	3651	Chennai	TamilNadu	Municipal-Services	Building-Plan-Approval
170634	2017-10-26	70000	2514	Chennai	TamilNadu	Municipal-Services	Building-Plan-Approval
170603	2017-10-26	1000	2997	Hyderabad	Telangana	Police	Police-Verification-for-Passport
170602	2017-10-26	17000	2658	Kanpur	UttarPradesh	Police	Arrested-by-Police
170600	2017-10-26	21000	4646	Mumbai	Maharashtra	Municipal-Services	Domicile-Certificate
170483	2017-10-22	1000	2359	Jagtial	Telangana	Police	Police-Verification-for-Passport
170454	2017-10-21	300	2715	Trivandrum	Kerala	Transport	Driving-licence-Process
170452	2017-10-21	300	3613	Mysore	Karnataka	Passport	Police-Verification-for-Passport
170348	2017-10-18	500	2223	Bangalore	Karnataka	Police	Police-Verification-for-Passport
170286	2017-10-16	3000	3719	Kakinada	AndhraPradesh	Stamps-and-Registration	Marriage-Registration
170276	2017-10-16	100000	3352	Guwahati	Assam	Commercial-Tax,-Sales-Tax,-VAT	New-Company-or-Business-Registration
170260	2017-10-16	50000	3817	Guwahati	Assam	Others	Others
170259	2017-10-16	15000	3076	Guwahati	Assam	Labour	Register-as-Principal-Employer
170258	2017-10-16	15000	3323	Guwahati	Assam	Labour	Register-as-Principal-Employer
170227	2017-10-15	500	2594	Gwalior	MadhyaPradesh	Police	Traffic-Violations
170180	2017-10-13	500	2859	Bangalore	Karnataka	Passport	Police-Verification-for-Passport
170143	2017-10-12	15000	2656	Kavali	AndhraPradesh	Stamps-and-Registration	Registration-of-Flat-or-Apartment
170103	2017-10-11	200	4171	NewDelhi	Delhi	Police	Police-Verification-for-Passport
169997	2017-10-09	200000	4900	Abohar	Punjab	Airports	Customs
169995	2017-10-09	10000	2946	Mumbai	Maharashtra	Police	Lodging-Police-Complaint
169972	2017-10-08	30000	3894	Hyderabad	Telangana	Income-Tax	IT-scrutiny
169950	2017-10-07	14000	3460	Bangalore	Karnataka	Stamps-and-Registration	Land-Registration
169943	2017-10-07	5000	1934	Bangalore	Karnataka	Police	Traffic-Violations
